# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
51,Pre-Flop,0,-1600,1600,RAISE,98,"['6h', '5s']","['3h', '9s']","['9d', '4d']",,2h,2,2
51,Pre-Flop,1,-1600,1600,CALL,0,"['6h', '5s']","['3h', '9s']","['9d', '4d']",,2h,2,2
51,Flop,1,-1600,1600,CHECK,0,"['6h', '5s']","['3h', '9s']","['9d', '4d', '6s']",,2h,100,100
51,Flop,0,-1600,1600,CHECK,0,"['6h', '5s']","['3h', '9s']","['9d', '4d', '6s']",,2h,100,100
51,Turn,1,-1600,1600,CHECK,0,"['6h', '5s']","['3h', '9s']","['9d', '4d', '6s', '8h']",,2h,100,100
51,Turn,0,-1600,1600,CHECK,0,"['6h', '5s']","['3h', '9s']","['9d', '4d', '6s', '8h']",,2h,100,100
51,River,1,-1600,1600,CHECK,0,"['6h', '5s']","['3h', '9s']","['9d', '4d', '6s', '8h', '9h']",,2h,100,100
51,River,0,-1600,1600,CHECK,0,"['6h', '5s']","['3h', '9s']","['9d', '4d', '6s', '8h', '9h']",,2h,100,100
52,Pre-Flop,0,-1700,1700,RAISE,98,"['Ah', '6d']","['3s', '6h']","['2h', '7s']",,,1,1
52,Pre-Flop,1,-1700,1700,DISCARD,0,"['Ah', '6d']","['3s', '6h']","['2h', '7s']",,,2,2
52,Pre-Flop,1,-1700,1700,CALL,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s']",,3s,2,2
52,Flop,0,-1700,1700,CHECK,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s', '5s']",,3s,100,100
52,Flop,1,-1700,1700,CHECK,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s', '5s']",,3s,100,100
52,Turn,0,-1700,1700,CHECK,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s', '5s', '7h']",,3s,100,100
52,Turn,1,-1700,1700,CHECK,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s', '5s', '7h']",,3s,100,100
52,River,0,-1700,1700,CHECK,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s', '5s', '7h', '2s']",,3s,100,100
52,River,1,-1700,1700,CHECK,0,"['Ah', '6d']","['5d', '6h']","['2h', '7s', '5s', '7h', '2s']",,3s,100,100
53,Pre-Flop,1,-1800,1800,DISCARD,0,"['4d', '9h']","['6s', '3d']","['4s', 'Ah']",,,1,1
53,Pre-Flop,1,-1800,1800,CALL,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah']",,3d,1,1
53,Pre-Flop,0,-1800,1800,RAISE,98,"['4d', '9h']","['6s', '5d']","['4s', 'Ah']",,3d,2,2
53,Pre-Flop,1,-1800,1800,CALL,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah']",,3d,2,2
53,Flop,1,-1800,1800,CHECK,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah', '3s']",,3d,100,100
53,Flop,0,-1800,1800,CHECK,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah', '3s']",,3d,100,100
53,Turn,1,-1800,1800,CHECK,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah', '3s', 'As']",,3d,100,100
53,Turn,0,-1800,1800,CHECK,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah', '3s', 'As']",,3d,100,100
53,River,1,-1800,1800,CHECK,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah', '3s', 'As', '3h']",,3d,100,100
53,River,0,-1800,1800,CHECK,0,"['4d', '9h']","['6s', '5d']","['4s', 'Ah', '3s', 'As', '3h']",,3d,100,100
54,Pre-Flop,0,-1700,1700,RAISE,98,"['3s', '4s']","['8s', '3d']","['5s', '7d']",,,1,1
54,Pre-Flop,1,-1700,1700,DISCARD,0,"['3s', '4s']","['8s', '3d']","['5s', '7d']",,,2,2
54,Pre-Flop,1,-1700,1700,CALL,0,"['3s', '4s']","['2d', '3d']","['5s', '7d']",,8s,2,2
54,Flop,0,-1700,1700,CHECK,0,"['3s', '4s']","['2d', '3d']","['5s', '7d', '6h']",,8s,100,100
54,Flop,1,-1700,1700,CHECK,0,"['3s', '4s']","['2d', '3d']","['5s', '7d', '6h']",,8s,100,100
54,Turn,0,-1700,1700,CHECK,0,"['3s', '4s']","['2d', '3d']","['5s', '7d', '6h', '6d']",,8s,100,100
54,Turn,1,-1700,1700,CHECK,0,"['3s', '4s']","['2d', '3d']","['5s', '7d', '6h', '6d']",,8s,100,100
54,River,0,-1700,1700,CHECK,0,"['3s', '4s']","['2d', '3d']","['5s', '7d', '6h', '6d', '2s']",,8s,100,100
54,River,1,-1700,1700,CHECK,0,"['3s', '4s']","['2d', '3d']","['5s', '7d', '6h', '6d', '2s']",,8s,100,100
55,Pre-Flop,1,-1600,1600,DISCARD,0,"['7h', '7s']","['4h', '8d']","['As', '8s']",,,1,1
55,Pre-Flop,1,-1600,1600,CALL,0,"['7h', '7s']","['5d', '8d']","['As', '8s']",,4h,1,1
55,Pre-Flop,0,-1600,1600,RAISE,98,"['7h', '7s']","['5d', '8d']","['As', '8s']",,4h,2,2
55,Pre-Flop,1,-1600,1600,CALL,0,"['7h', '7s']","['5d', '8d']","['As', '8s']",,4h,2,2
55,Flop,1,-1600,1600,CHECK,0,"['7h', '7s']","['5d', '8d']","['As', '8s', '9s']",,4h,100,100
55,Flop,0,-1600,1600,CHECK,0,"['7h', '7s']","['5d', '8d']","['As', '8s', '9s']",,4h,100,100
55,Turn,1,-1600,1600,CHECK,0,"['7h', '7s']","['5d', '8d']","['As', '8s', '9s', '5s']",,4h,100,100
55,Turn,0,-1600,1600,CHECK,0,"['7h', '7s']","['5d', '8d']","['As', '8s', '9s', '5s']",,4h,100,100
55,River,1,-1600,1600,CHECK,0,"['7h', '7s']","['5d', '8d']","['As', '8s', '9s', '5s', '6d']",,4h,100,100
55,River,0,-1600,1600,CHECK,0,"['7h', '7s']","['5d', '8d']","['As', '8s', '9s', '5s', '6d']",,4h,100,100
56,Pre-Flop,0,-1500,1500,RAISE,98,"['2d', 'As']","['8d', '6d']","['7s', '3h']",,,1,1
56,Pre-Flop,1,-1500,1500,DISCARD,0,"['2d', 'As']","['8d', '6d']","['7s', '3h']",,,2,2
56,Pre-Flop,1,-1500,1500,CALL,0,"['2d', 'As']","['5s', '6d']","['7s', '3h']",,8d,2,2
56,Flop,0,-1500,1500,CHECK,0,"['2d', 'As']","['5s', '6d']","['7s', '3h', '7d']",,8d,100,100
56,Flop,1,-1500,1500,CHECK,0,"['2d', 'As']","['5s', '6d']","['7s', '3h', '7d']",,8d,100,100
56,Turn,0,-1500,1500,CHECK,0,"['2d', 'As']","['5s', '6d']","['7s', '3h', '7d', '2h']",,8d,100,100
56,Turn,1,-1500,1500,CHECK,0,"['2d', 'As']","['5s', '6d']","['7s', '3h', '7d', '2h']",,8d,100,100
56,River,0,-1500,1500,CHECK,0,"['2d', 'As']","['5s', '6d']","['7s', '3h', '7d', '2h', '9d']",,8d,100,100
56,River,1,-1500,1500,CHECK,0,"['2d', 'As']","['5s', '6d']","['7s', '3h', '7d', '2h', '9d']",,8d,100,100
57,Pre-Flop,1,-1400,1400,DISCARD,0,"['3d', '4s']","['8h', '5h']","['4h', '2h']",,,1,1
57,Pre-Flop,1,-1400,1400,CALL,0,"['3d', '4s']","['9d', '5h']","['4h', '2h']",,8h,1,1
57,Pre-Flop,0,-1400,1400,RAISE,98,"['3d', '4s']","['9d', '5h']","['4h', '2h']",,8h,2,2
57,Pre-Flop,1,-1400,1400,CALL,0,"['3d', '4s']","['9d', '5h']","['4h', '2h']",,8h,2,2
57,Flop,1,-1400,1400,CHECK,0,"['3d', '4s']","['9d', '5h']","['4h', '2h', '2d']",,8h,100,100
57,Flop,0,-1400,1400,CHECK,0,"['3d', '4s']","['9d', '5h']","['4h', '2h', '2d']",,8h,100,100
57,Turn,1,-1400,1400,CHECK,0,"['3d', '4s']","['9d', '5h']","['4h', '2h', '2d', '7h']",,8h,100,100
57,Turn,0,-1400,1400,CHECK,0,"['3d', '4s']","['9d', '5h']","['4h', '2h', '2d', '7h']",,8h,100,100
57,River,1,-1400,1400,CHECK,0,"['3d', '4s']","['9d', '5h']","['4h', '2h', '2d', '7h', '6s']",,8h,100,100
57,River,0,-1400,1400,CHECK,0,"['3d', '4s']","['9d', '5h']","['4h', '2h', '2d', '7h', '6s']",,8h,100,100
58,Pre-Flop,0,-1300,1300,RAISE,98,"['8d', '9s']","['As', '3d']","['8h', '6d']",,,1,1
58,Pre-Flop,1,-1300,1300,DISCARD,0,"['8d', '9s']","['As', '3d']","['8h', '6d']",,,2,2
58,Pre-Flop,1,-1300,1300,CALL,0,"['8d', '9s']","['5h', '3d']","['8h', '6d']",,As,2,2
58,Flop,0,-1300,1300,CHECK,0,"['8d', '9s']","['5h', '3d']","['8h', '6d', '6h']",,As,100,100
58,Flop,1,-1300,1300,CHECK,0,"['8d', '9s']","['5h', '3d']","['8h', '6d', '6h']",,As,100,100
58,Turn,0,-1300,1300,CHECK,0,"['8d', '9s']","['5h', '3d']","['8h', '6d', '6h', 'Ah']",,As,100,100
58,Turn,1,-1300,1300,CHECK,0,"['8d', '9s']","['5h', '3d']","['8h', '6d', '6h', 'Ah']",,As,100,100
58,River,0,-1300,1300,CHECK,0,"['8d', '9s']","['5h', '3d']","['8h', '6d', '6h', 'Ah', '7h']",,As,100,100
58,River,1,-1300,1300,CHECK,0,"['8d', '9s']","['5h', '3d']","['8h', '6d', '6h', 'Ah', '7h']",,As,100,100
59,Pre-Flop,1,-1400,1400,DISCARD,0,"['2h', '4s']","['7d', '3d']","['8h', '3s']",,,1,1
59,Pre-Flop,1,-1400,1400,CALL,0,"['2h', '4s']","['7d', '5s']","['8h', '3s']",,3d,1,1
59,Pre-Flop,0,-1400,1400,RAISE,98,"['2h', '4s']","['7d', '5s']","['8h', '3s']",,3d,2,2
59,Pre-Flop,1,-1400,1400,CALL,0,"['2h', '4s']","['7d', '5s']","['8h', '3s']",,3d,2,2
59,Flop,1,-1400,1400,CHECK,0,"['2h', '4s']","['7d', '5s']","['8h', '3s', '6h']",,3d,100,100
59,Flop,0,-1400,1400,CHECK,0,"['2h', '4s']","['7d', '5s']","['8h', '3s', '6h']",,3d,100,100
59,Turn,1,-1400,1400,CHECK,0,"['2h', '4s']","['7d', '5s']","['8h', '3s', '6h', 'As']",,3d,100,100
59,Turn,0,-1400,1400,CHECK,0,"['2h', '4s']","['7d', '5s']","['8h', '3s', '6h', 'As']",,3d,100,100
59,River,1,-1400,1400,CHECK,0,"['2h', '4s']","['7d', '5s']","['8h', '3s', '6h', 'As', '2d']",,3d,100,100
59,River,0,-1400,1400,CHECK,0,"['2h', '4s']","['7d', '5s']","['8h', '3s', '6h', 'As', '2d']",,3d,100,100
60,Pre-Flop,0,-1300,1300,RAISE,98,"['6d', '7d']","['3h', '6s']","['Ah', '7s']",,,1,1
60,Pre-Flop,1,-1300,1300,DISCARD,0,"['6d', '7d']","['3h', '6s']","['Ah', '7s']",,,2,2
60,Pre-Flop,1,-1300,1300,CALL,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s']",,6s,2,2
60,Flop,0,-1300,1300,CHECK,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s', '3d']",,6s,100,100
60,Flop,1,-1300,1300,CHECK,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s', '3d']",,6s,100,100
60,Turn,0,-1300,1300,CHECK,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s', '3d', '9d']",,6s,100,100
60,Turn,1,-1300,1300,CHECK,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s', '3d', '9d']",,6s,100,100
60,River,0,-1300,1300,CHECK,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s', '3d', '9d', '5s']",,6s,100,100
60,River,1,-1300,1300,CHECK,0,"['6d', '7d']","['3h', '2d']","['Ah', '7s', '3d', '9d', '5s']",,6s,100,100
61,Pre-Flop,1,-1200,1200,DISCARD,0,"['8d', 'As']","['5h', '6s']","['4d', '5s']",,,1,1
61,Pre-Flop,1,-1200,1200,CALL,0,"['8d', 'As']","['5h', '4s']","['4d', '5s']",,6s,1,1
61,Pre-Flop,0,-1200,1200,RAISE,98,"['8d', 'As']","['5h', '4s']","['4d', '5s']",,6s,2,2
61,Pre-Flop,1,-1200,1200,CALL,0,"['8d', 'As']","['5h', '4s']","['4d', '5s']",,6s,2,2
61,Flop,1,-1200,1200,CHECK,0,"['8d', 'As']","['5h', '4s']","['4d', '5s', '8s']",,6s,100,100
61,Flop,0,-1200,1200,CHECK,0,"['8d', 'As']","['5h', '4s']","['4d', '5s', '8s']",,6s,100,100
61,Turn,1,-1200,1200,CHECK,0,"['8d', 'As']","['5h', '4s']","['4d', '5s', '8s', '9h']",,6s,100,100
61,Turn,0,-1200,1200,CHECK,0,"['8d', 'As']","['5h', '4s']","['4d', '5s', '8s', '9h']",,6s,100,100
61,River,1,-1200,1200,CHECK,0,"['8d', 'As']","['5h', '4s']","['4d', '5s', '8s', '9h', '4h']",,6s,100,100
61,River,0,-1200,1200,CHECK,0,"['8d', 'As']","['5h', '4s']","['4d', '5s', '8s', '9h', '4h']",,6s,100,100
62,Pre-Flop,0,-1300,1300,RAISE,98,"['7d', 'As']","['3h', '5h']","['4h', '2h']",,,1,1
62,Pre-Flop,1,-1300,1300,DISCARD,0,"['7d', 'As']","['3h', '5h']","['4h', '2h']",,,2,2
62,Pre-Flop,1,-1300,1300,CALL,0,"['7d', 'As']","['9d', '5h']","['4h', '2h']",,3h,2,2
62,Flop,0,-1300,1300,CHECK,0,"['7d', 'As']","['9d', '5h']","['4h', '2h', '6d']",,3h,100,100
62,Flop,1,-1300,1300,CHECK,0,"['7d', 'As']","['9d', '5h']","['4h', '2h', '6d']",,3h,100,100
62,Turn,0,-1300,1300,CHECK,0,"['7d', 'As']","['9d', '5h']","['4h', '2h', '6d', '7h']",,3h,100,100
62,Turn,1,-1300,1300,CHECK,0,"['7d', 'As']","['9d', '5h']","['4h', '2h', '6d', '7h']",,3h,100,100
62,River,0,-1300,1300,CHECK,0,"['7d', 'As']","['9d', '5h']","['4h', '2h', '6d', '7h', '8h']",,3h,100,100
62,River,1,-1300,1300,CHECK,0,"['7d', 'As']","['9d', '5h']","['4h', '2h', '6d', '7h', '8h']",,3h,100,100
63,Pre-Flop,1,-1400,1400,DISCARD,0,"['7h', '3s']","['7s', '2s']","['8s', '6h']",,,1,1
63,Pre-Flop,1,-1400,1400,CALL,0,"['7h', '3s']","['7s', '2d']","['8s', '6h']",,2s,1,1
63,Pre-Flop,0,-1400,1400,RAISE,98,"['7h', '3s']","['7s', '2d']","['8s', '6h']",,2s,2,2
63,Pre-Flop,1,-1400,1400,CALL,0,"['7h', '3s']","['7s', '2d']","['8s', '6h']",,2s,2,2
63,Flop,1,-1400,1400,CHECK,0,"['7h', '3s']","['7s', '2d']","['8s', '6h', '7d']",,2s,100,100
63,Flop,0,-1400,1400,CHECK,0,"['7h', '3s']","['7s', '2d']","['8s', '6h', '7d']",,2s,100,100
63,Turn,1,-1400,1400,CHECK,0,"['7h', '3s']","['7s', '2d']","['8s', '6h', '7d', 'As']",,2s,100,100
63,Turn,0,-1400,1400,CHECK,0,"['7h', '3s']","['7s', '2d']","['8s', '6h', '7d', 'As']",,2s,100,100
63,River,1,-1400,1400,CHECK,0,"['7h', '3s']","['7s', '2d']","['8s', '6h', '7d', 'As', '9h']",,2s,100,100
63,River,0,-1400,1400,CHECK,0,"['7h', '3s']","['7s', '2d']","['8s', '6h', '7d', 'As', '9h']",,2s,100,100
64,Pre-Flop,0,-1400,1400,RAISE,98,"['2s', '9s']","['6h', '9h']","['4s', 'Ad']",,,1,1
64,Pre-Flop,1,-1400,1400,DISCARD,0,"['2s', '9s']","['6h', '9h']","['4s', 'Ad']",,,2,2
64,Pre-Flop,1,-1400,1400,CALL,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad']",,9h,2,2
64,Flop,0,-1400,1400,CHECK,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad', '9d']",,9h,100,100
64,Flop,1,-1400,1400,CHECK,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad', '9d']",,9h,100,100
64,Turn,0,-1400,1400,CHECK,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad', '9d', '4h']",,9h,100,100
64,Turn,1,-1400,1400,CHECK,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad', '9d', '4h']",,9h,100,100
64,River,0,-1400,1400,CHECK,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad', '9d', '4h', '5d']",,9h,100,100
64,River,1,-1400,1400,CHECK,0,"['2s', '9s']","['6h', '7d']","['4s', 'Ad', '9d', '4h', '5d']",,9h,100,100
65,Pre-Flop,1,-1300,1300,DISCARD,0,"['2h', '5s']","['5h', '9s']","['4s', 'Ah']",,,1,1
65,Pre-Flop,1,-1300,1300,CALL,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah']",,5h,1,1
65,Pre-Flop,0,-1300,1300,RAISE,98,"['2h', '5s']","['7d', '9s']","['4s', 'Ah']",,5h,2,2
65,Pre-Flop,1,-1300,1300,CALL,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah']",,5h,2,2
65,Flop,1,-1300,1300,CHECK,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah', '4h']",,5h,100,100
65,Flop,0,-1300,1300,CHECK,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah', '4h']",,5h,100,100
65,Turn,1,-1300,1300,CHECK,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah', '4h', '3h']",,5h,100,100
65,Turn,0,-1300,1300,CHECK,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah', '4h', '3h']",,5h,100,100
65,River,1,-1300,1300,CHECK,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah', '4h', '3h', '8h']",,5h,100,100
65,River,0,-1300,1300,CHECK,0,"['2h', '5s']","['7d', '9s']","['4s', 'Ah', '4h', '3h', '8h']",,5h,100,100
66,Pre-Flop,0,-1200,1200,RAISE,98,"['5h', 'As']","['3h', '9d']","['4h', '8s']",,,1,1
66,Pre-Flop,1,-1200,1200,DISCARD,0,"['5h', 'As']","['3h', '9d']","['4h', '8s']",,,2,2
66,Pre-Flop,1,-1200,1200,CALL,0,"['5h', 'As']","['3h', '8h']","['4h', '8s']",,9d,2,2
66,Flop,0,-1200,1200,CHECK,0,"['5h', 'As']","['3h', '8h']","['4h', '8s', 'Ad']",,9d,100,100
66,Flop,1,-1200,1200,CHECK,0,"['5h', 'As']","['3h', '8h']","['4h', '8s', 'Ad']",,9d,100,100
66,Turn,0,-1200,1200,CHECK,0,"['5h', 'As']","['3h', '8h']","['4h', '8s', 'Ad', '9s']",,9d,100,100
66,Turn,1,-1200,1200,CHECK,0,"['5h', 'As']","['3h', '8h']","['4h', '8s', 'Ad', '9s']",,9d,100,100
66,River,0,-1200,1200,CHECK,0,"['5h', 'As']","['3h', '8h']","['4h', '8s', 'Ad', '9s', 'Ah']",,9d,100,100
66,River,1,-1200,1200,CHECK,0,"['5h', 'As']","['3h', '8h']","['4h', '8s', 'Ad', '9s', 'Ah']",,9d,100,100
67,Pre-Flop,1,-1100,1100,DISCARD,0,"['9s', '7h']","['6d', '5d']","['7d', '5h']",,,1,1
67,Pre-Flop,1,-1100,1100,CALL,0,"['9s', '7h']","['2s', '5d']","['7d', '5h']",,6d,1,1
67,Pre-Flop,0,-1100,1100,RAISE,98,"['9s', '7h']","['2s', '5d']","['7d', '5h']",,6d,2,2
67,Pre-Flop,1,-1100,1100,CALL,0,"['9s', '7h']","['2s', '5d']","['7d', '5h']",,6d,2,2
67,Flop,1,-1100,1100,CHECK,0,"['9s', '7h']","['2s', '5d']","['7d', '5h', '5s']",,6d,100,100
67,Flop,0,-1100,1100,CHECK,0,"['9s', '7h']","['2s', '5d']","['7d', '5h', '5s']",,6d,100,100
67,Turn,1,-1100,1100,CHECK,0,"['9s', '7h']","['2s', '5d']","['7d', '5h', '5s', '2d']",,6d,100,100
67,Turn,0,-1100,1100,CHECK,0,"['9s', '7h']","['2s', '5d']","['7d', '5h', '5s', '2d']",,6d,100,100
67,River,1,-1100,1100,CHECK,0,"['9s', '7h']","['2s', '5d']","['7d', '5h', '5s', '2d', '9d']",,6d,100,100
67,River,0,-1100,1100,CHECK,0,"['9s', '7h']","['2s', '5d']","['7d', '5h', '5s', '2d', '9d']",,6d,100,100
68,Pre-Flop,0,-1200,1200,RAISE,98,"['5h', '2s']","['5s', '8d']","['4h', '6s']",,,1,1
68,Pre-Flop,1,-1200,1200,DISCARD,0,"['5h', '2s']","['5s', '8d']","['4h', '6s']",,,2,2
68,Pre-Flop,1,-1200,1200,CALL,0,"['5h', '2s']","['6d', '8d']","['4h', '6s']",,5s,2,2
68,Flop,0,-1200,1200,CHECK,0,"['5h', '2s']","['6d', '8d']","['4h', '6s', 'Ad']",,5s,100,100
68,Flop,1,-1200,1200,CHECK,0,"['5h', '2s']","['6d', '8d']","['4h', '6s', 'Ad']",,5s,100,100
68,Turn,0,-1200,1200,CHECK,0,"['5h', '2s']","['6d', '8d']","['4h', '6s', 'Ad', '2h']",,5s,100,100
68,Turn,1,-1200,1200,CHECK,0,"['5h', '2s']","['6d', '8d']","['4h', '6s', 'Ad', '2h']",,5s,100,100
68,River,0,-1200,1200,CHECK,0,"['5h', '2s']","['6d', '8d']","['4h', '6s', 'Ad', '2h', '3s']",,5s,100,100
68,River,1,-1200,1200,CHECK,0,"['5h', '2s']","['6d', '8d']","['4h', '6s', 'Ad', '2h', '3s']",,5s,100,100
69,Pre-Flop,1,-1100,1100,DISCARD,0,"['5d', '2s']","['2d', '9s']","['Ah', '2h']",,,1,1
69,Pre-Flop,1,-1100,1100,CALL,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h']",,2d,1,1
69,Pre-Flop,0,-1100,1100,RAISE,98,"['5d', '2s']","['5h', '9s']","['Ah', '2h']",,2d,2,2
69,Pre-Flop,1,-1100,1100,CALL,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h']",,2d,2,2
69,Flop,1,-1100,1100,CHECK,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h', 'As']",,2d,100,100
69,Flop,0,-1100,1100,CHECK,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h', 'As']",,2d,100,100
69,Turn,1,-1100,1100,CHECK,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h', 'As', '6d']",,2d,100,100
69,Turn,0,-1100,1100,CHECK,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h', 'As', '6d']",,2d,100,100
69,River,1,-1100,1100,CHECK,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h', 'As', '6d', 'Ad']",,2d,100,100
69,River,0,-1100,1100,CHECK,0,"['5d', '2s']","['5h', '9s']","['Ah', '2h', 'As', '6d', 'Ad']",,2d,100,100
70,Pre-Flop,0,-1000,1000,RAISE,98,"['3h', '9h']","['As', '6s']","['8d', '5h']",,,1,1
70,Pre-Flop,1,-1000,1000,DISCARD,0,"['3h', '9h']","['As', '6s']","['8d', '5h']",,,2,2
70,Pre-Flop,1,-1000,1000,CALL,0,"['3h', '9h']","['As', '2s']","['8d', '5h']",,6s,2,2
70,Flop,0,-1000,1000,CHECK,0,"['3h', '9h']","['As', '2s']","['8d', '5h', '7h']",,6s,100,100
70,Flop,1,-1000,1000,CHECK,0,"['3h', '9h']","['As', '2s']","['8d', '5h', '7h']",,6s,100,100
70,Turn,0,-1000,1000,CHECK,0,"['3h', '9h']","['As', '2s']","['8d', '5h', '7h', '4h']",,6s,100,100
70,Turn,1,-1000,1000,CHECK,0,"['3h', '9h']","['As', '2s']","['8d', '5h', '7h', '4h']",,6s,100,100
70,River,0,-1000,1000,CHECK,0,"['3h', '9h']","['As', '2s']","['8d', '5h', '7h', '4h', '5d']",,6s,100,100
70,River,1,-1000,1000,CHECK,0,"['3h', '9h']","['As', '2s']","['8d', '5h', '7h', '4h', '5d']",,6s,100,100
71,Pre-Flop,1,-900,900,DISCARD,0,"['9s', '2d']","['6h', '4s']","['7d', '8d']",,,1,1
71,Pre-Flop,1,-900,900,CALL,0,"['9s', '2d']","['2h', '4s']","['7d', '8d']",,6h,1,1
71,Pre-Flop,0,-900,900,RAISE,98,"['9s', '2d']","['2h', '4s']","['7d', '8d']",,6h,2,2
71,Pre-Flop,1,-900,900,CALL,0,"['9s', '2d']","['2h', '4s']","['7d', '8d']",,6h,2,2
71,Flop,1,-900,900,CHECK,0,"['9s', '2d']","['2h', '4s']","['7d', '8d', '3h']",,6h,100,100
71,Flop,0,-900,900,CHECK,0,"['9s', '2d']","['2h', '4s']","['7d', '8d', '3h']",,6h,100,100
71,Turn,1,-900,900,CHECK,0,"['9s', '2d']","['2h', '4s']","['7d', '8d', '3h', '5s']",,6h,100,100
71,Turn,0,-900,900,CHECK,0,"['9s', '2d']","['2h', '4s']","['7d', '8d', '3h', '5s']",,6h,100,100
71,River,1,-900,900,CHECK,0,"['9s', '2d']","['2h', '4s']","['7d', '8d', '3h', '5s', '6s']",,6h,100,100
71,River,0,-900,900,CHECK,0,"['9s', '2d']","['2h', '4s']","['7d', '8d', '3h', '5s', '6s']",,6h,100,100
72,Pre-Flop,0,-800,800,RAISE,98,"['4d', '9s']","['2d', 'Ad']","['5d', '2h']",,,1,1
72,Pre-Flop,1,-800,800,DISCARD,0,"['4d', '9s']","['2d', 'Ad']","['5d', '2h']",,,2,2
72,Pre-Flop,1,-800,800,CALL,0,"['4d', '9s']","['2d', '3d']","['5d', '2h']",,Ad,2,2
72,Flop,0,-800,800,CHECK,0,"['4d', '9s']","['2d', '3d']","['5d', '2h', 'As']",,Ad,100,100
72,Flop,1,-800,800,CHECK,0,"['4d', '9s']","['2d', '3d']","['5d', '2h', 'As']",,Ad,100,100
72,Turn,0,-800,800,CHECK,0,"['4d', '9s']","['2d', '3d']","['5d', '2h', 'As', '6s']",,Ad,100,100
72,Turn,1,-800,800,CHECK,0,"['4d', '9s']","['2d', '3d']","['5d', '2h', 'As', '6s']",,Ad,100,100
72,River,0,-800,800,CHECK,0,"['4d', '9s']","['2d', '3d']","['5d', '2h', 'As', '6s', '6d']",,Ad,100,100
72,River,1,-800,800,CHECK,0,"['4d', '9s']","['2d', '3d']","['5d', '2h', 'As', '6s', '6d']",,Ad,100,100
73,Pre-Flop,1,-900,900,DISCARD,0,"['8d', 'Ah']","['2d', '9s']","['8h', '3s']",,,1,1
73,Pre-Flop,1,-900,900,CALL,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s']",,9s,1,1
73,Pre-Flop,0,-900,900,RAISE,98,"['8d', 'Ah']","['2d', '9h']","['8h', '3s']",,9s,2,2
73,Pre-Flop,1,-900,900,CALL,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s']",,9s,2,2
73,Flop,1,-900,900,CHECK,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s', '6d']",,9s,100,100
73,Flop,0,-900,900,CHECK,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s', '6d']",,9s,100,100
73,Turn,1,-900,900,CHECK,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s', '6d', '5s']",,9s,100,100
73,Turn,0,-900,900,CHECK,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s', '6d', '5s']",,9s,100,100
73,River,1,-900,900,CHECK,0,"['8d', 'Ah']","['2d', '9h']","['8h', '3s', '6d', '5s', '7d']",,9s,100,100
